movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dir_cn
The Grand Budapest Hotel,Wes Anderson,2014,5,Chris Nashawaty,Entertainment Weekly,US,/name/nm0027572/,"Houston, Texas, USA"
Sexy Beast,Jonathan Glazer,2000,6,Chris Nashawaty,Entertainment Weekly,US,/name/nm0322242/,"London, England, UK"
The Lobster,Yorgos Lanthimos,2015,7,Chris Nashawaty,Entertainment Weekly,US,/name/nm0487166/,"Athens, Greece"
Inglourious Basterds,Quentin Tarantino,2009,8,Chris Nashawaty,Entertainment Weekly,US,/name/nm0000233/,"Knoxville, Tennessee, USA"
Best in Show,Christopher Guest,2000,9,Chris Nashawaty,Entertainment Weekly,US,/name/nm0001302/,"New York City, New York, USA"
Gladiator,Ridley Scott,2000,10,Chris Nashawaty,Entertainment Weekly,US,/name/nm0000631/,"South Shields, County Durham, England, UK"
Yi Yi: A One and a Two,Edward Yang,2000,1,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm0945981/,"Shanghai, China"
A Separation,Asghar Farhadi,2011,2,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
25th Hour,Spike Lee,2002,3,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm0000490/,"Atlanta, Georgia, USA"
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,4,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm0612816/,"Iasi, Romania"
WALL-E,Andrew Stanton,2008,5,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm0004056/,"Boston, Massachusetts, USA"
Phoenix,Christian Petzold,2014,6,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm0678857/,"Hilden, North Rhine-Westphalia, Germany"
Selma,Ava DuVernay,2014,7,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm1148550/,"Long Beach, California, USA"
Timbuktu,Abderrahmane Sissako,2014,8,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm0803066/,"Kiffa, Mauritania"
About Elly,Asghar Farhadi,2009,9,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
I’m Going Home,Manoel de Oliveira,2001,10,Farran Smith Nehme,The New York Post/Film Comment,US,/name/nm0210701/,"Oporto, Portugal"
Inside Llewyn Davis,Joel and Ethan Coen,2013,1,Joe Neumaier,WOR-710AM New York,US,,
There Will Be Blood,Paul Thomas Anderson,2007,2,Joe Neumaier,WOR-710AM New York,US,/name/nm0000759/,"Studio City, California, USA"
Inside Out,Pete Docter,2015,3,Joe Neumaier,WOR-710AM New York,US,/name/nm0230032/,"Bloomington, Minnesota, USA"
Carol,Todd Haynes,2015,4,Joe Neumaier,WOR-710AM New York,US,/name/nm0001331/,"Los Angeles, California, USA"
Brooklyn,John Crowley,2015,5,Joe Neumaier,WOR-710AM New York,US,/name/nm1259871/,"Cork, Ireland"
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,6,Joe Neumaier,WOR-710AM New York,US,/name/nm0000487/,"Pingtung, Taiwan"
Boyhood,Richard Linklater,2014,7,Joe Neumaier,WOR-710AM New York,US,/name/nm0000500/,"Houston, Texas, USA"
Fruitvale Station,Ryan Coogler,2013,8,Joe Neumaier,WOR-710AM New York,US,/name/nm3363032/,"Oakland, California, USA"
Blue Valentine,Derek Cianfrance,2010,9,Joe Neumaier,WOR-710AM New York,US,/name/nm0161834/,"Lakewood, Colorado, USA"
Her,Spike Jonze,2013,10,Joe Neumaier,WOR-710AM New York,US,/name/nm0005069/,"Rockville, Maryland, USA"
Good Bye Lenin!,Wolfgang Becker,2003,1,Chris Newbould,The National,UAE,/name/nm0065615/,"Hemer, North Rhine-Westphalia, Germany"
Lost in Translation,Sofia Coppola,2003,2,Chris Newbould,The National,UAE,/name/nm0001068/,"New York City, New York, USA"
Spotlight,Tom McCarthy,2015,3,Chris Newbould,The National,UAE,/name/nm0565336/,"New Providence, New Jersey, USA"
Pan's Labyrinth,Guillermo Del Toro,2006,4,Chris Newbould,The National,UAE,/name/nm0868219/,"Guadalajara, Jalisco, Mexico"
Mad Max: Fury Road,George Miller,2015,5,Chris Newbould,The National,UAE,/name/nm0004306/,"Chinchilla, Queensland, Australia"
The Baader Meinhof Complex,Uli Edel,2008,6,Chris Newbould,The National,UAE,/name/nm0248942/,"Neuenburg am Rhein, Germany"
Boyhood,Richard Linklater,2014,7,Chris Newbould,The National,UAE,/name/nm0000500/,"Houston, Texas, USA"
No Man's Land,Danis Tanovic,2001,8,Chris Newbould,The National,UAE,/name/nm0849786/,"Zenica, Bosnia and Herzegovina, Yugoslavia"
Che,Steven Soderbergh,2008,9,Chris Newbould,The National,UAE,/name/nm0001752/,"Atlanta, Georgia, USA"
Ghost World,Terry Zwigoff,2001,10,Chris Newbould,The National,UAE,/name/nm0959062/,"Appleton, Wisconsin, USA"
"Synecdoche, New York",Charlie Kaufman,2008,1,Amy Nicholson,MTV News,US,/name/nm0442109/,"New York City, New York, USA"
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,2,Amy Nicholson,MTV News,US,/name/nm0327273/,"Versailles, Seine-et-Oise [now Yvelines], France"
Django Unchained,Quentin Tarantino,2012,3,Amy Nicholson,MTV News,US,/name/nm0000233/,"Knoxville, Tennessee, USA"
The Grand Budapest Hotel,Wes Anderson,2014,4,Amy Nicholson,MTV News,US,/name/nm0027572/,"Houston, Texas, USA"
Alpha Dog,Nick Cassavetes,2006,5,Amy Nicholson,MTV News,US,/name/nm0001024/,"New York City, New York, USA"
Her,Spike Jonze,2013,6,Amy Nicholson,MTV News,US,/name/nm0005069/,"Rockville, Maryland, USA"
Young Adult,Jason Reitman,2011,7,Amy Nicholson,MTV News,US,/name/nm0718646/,"Montreal, Quebec, Canada"
The Dark Knight,Christopher Nolan,2008,8,Amy Nicholson,MTV News,US,/name/nm0634240/,"London, England, UK"
Tropic Thunder,Ben Stiller,2008,9,Amy Nicholson,MTV News,US,/name/nm0001774/,"New York City, New York, USA"
Children of Men,Alfonso Cuarón,2006,10,Amy Nicholson,MTV News,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
Memento,Christopher Nolan,2000,1,Ong Soh Chin,Freelance,Singapore,/name/nm0634240/,"London, England, UK"
Oldboy,Park Chan-wook,2003,2,Ong Soh Chin,Freelance,Singapore,/name/nm0661791/,"Seoul, South Korea"
The Circle,Jafar Panahi,2000,3,Ong Soh Chin,Freelance,Singapore,/name/nm0070159/,"Mianeh, Azarbaijan Province, Iran"
The Lives of Others,Florian Henckel von Donnersmarck,2006,4,Ong Soh Chin,Freelance,Singapore,/name/nm0003697/,"Cologne, North Rhine-Westphalia, Germany"
Dirty Pretty Things,Stephen Frears,2002,5,Ong Soh Chin,Freelance,Singapore,/name/nm0001241/,"Leicester, Leicestershire, England, UK"
We Need to Talk About Kevin,Lynne Ramsay,2011,6,Ong Soh Chin,Freelance,Singapore,/name/nm0708903/,"Glasgow, Strathclyde, Scotland, UK"
The Imposter,Bart Layton,2012,7,Ong Soh Chin,Freelance,Singapore,/name/nm1717925/,
A Girl Walks Home Alone at Night,Ana Lily Amirpour,2014,8,Ong Soh Chin,Freelance,Singapore,/name/nm3235877/,"Margate, Kent, England, UK"
Mother,Bong Joon-ho,2009,9,Ong Soh Chin,Freelance,Singapore,/name/nm0094435/,"Daegu, South Korea"
Bone Tomahawk,S. Craig Zahler,2015,10,Ong Soh Chin,Freelance,Singapore,/name/nm0951975/,"Miami, Florida, USA"
Boyhood,Richard Linklater,2014,1,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0000500/,"Houston, Texas, USA"
Melancholia,Lars von Trier,2011,2,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0001885/,"Copenhagen, Denmark"
The Great Beauty,Paolo Sorrentino,2013,3,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0815204/,"Naples, Campania, Italy"
The White Ribbon,Michael Haneke,2009,4,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0359734/,"Munich, Bavaria, Germany"
A Separation,Asghar Farhadi,2011,5,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
Winter Sleep,Nuri Bilge Ceylan,2014,6,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0149196/,"Istanbul, Turkey"
Spirited Away,Hayao Miyazaki,2001,7,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0594503/,"Tokyo, Japan"
The Artist,Michel Hazanavicius,2011,8,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0371890/,"Paris, France"
Spring Breakers,Harmony Korine,2012,9,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0005101/,"Bolinas, California, USA"
The Queen,Stephen Frears,2006,10,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/name/nm0001241/,"Leicester, Leicestershire, England, UK"
Caché,Michael Haneke,2005,1,Matthew Patches,Thrillist,US,/name/nm0359734/,"Munich, Bavaria, Germany"
Spirited Away,Hayao Miyazaki,2001,2,Matthew Patches,Thrillist,US,/name/nm0594503/,"Tokyo, Japan"
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,3,Matthew Patches,Thrillist,US,/name/nm0327273/,"Versailles, Seine-et-Oise [now Yvelines], France"
The Tree of Life,Terrence Malick,2011,4,Matthew Patches,Thrillist,US,/name/nm0000517/,"Ottawa, Illinois, USA"
The Grand Budapest Hotel,Wes Anderson,2014,5,Matthew Patches,Thrillist,US,/name/nm0027572/,"Houston, Texas, USA"
The Comedy,Rick Alverson,2012,6,Matthew Patches,Thrillist,US,/name/nm3687830/,
Zero Dark Thirty,Kathryn Bigelow,2012,7,Matthew Patches,Thrillist,US,/name/nm0000941/,"San Carlos, California, USA"
No Country For Old Men,Joel and Ethan Coen,2007,8,Matthew Patches,Thrillist,US,,
Memories of Murder,Bong Joon-ho,2003,9,Matthew Patches,Thrillist,US,/name/nm0094435/,"Daegu, South Korea"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Matthew Patches,Thrillist,US,/name/nm0153078/,"Brooklyn, New York City, New York, USA"
There Will Be Blood,Paul Thomas Anderson,2007,1,Steve Persall,Tampa Bay Times,US,/name/nm0000759/,"Studio City, California, USA"
Pan's Labyrinth,Guillermo Del Toro,2006,2,Steve Persall,Tampa Bay Times,US,/name/nm0868219/,"Guadalajara, Jalisco, Mexico"
Children of Men,Alfonso Cuarón,2006,3,Steve Persall,Tampa Bay Times,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
Brokeback Mountain,Ang Lee,2005,4,Steve Persall,Tampa Bay Times,US,/name/nm0000487/,"Pingtung, Taiwan"
The Dark Knight,Christopher Nolan,2008,5,Steve Persall,Tampa Bay Times,US,/name/nm0634240/,"London, England, UK"
Almost Famous,Cameron Crowe,2000,6,Steve Persall,Tampa Bay Times,US,/name/nm0001081/,"Palm Springs, California, USA"
A Serious Man,Joel and Ethan Coen,2009,7,Steve Persall,Tampa Bay Times,US,,
Kill Bill: Vol. 1,Quentin Tarantino,2003,8,Steve Persall,Tampa Bay Times,US,/name/nm0000233/,"Knoxville, Tennessee, USA"
Donnie Darko,Richard Kelly,2001,9,Steve Persall,Tampa Bay Times,US,/name/nm0446819/,"Newport News, Virginia, USA"
"O Brother, Where Art Thou?",Joel and Ethan Coen,2000,10,Steve Persall,Tampa Bay Times,US,,
There Will Be Blood,Paul Thomas Anderson,2007,1,Michael Phillips,Chicago Tribune,US,/name/nm0000759/,"Studio City, California, USA"
Ratatouille,Brad Bird and Jan Pinkava,2007,2,Michael Phillips,Chicago Tribune,US,,
Climates,Nuri Bilge Ceylan,2006,3,Michael Phillips,Chicago Tribune,US,/name/nm0149196/,"Istanbul, Turkey"
Mulholland Drive,David Lynch,2001,4,Michael Phillips,Chicago Tribune,US,/name/nm0000186/,"Missoula, Montana, USA"
Y Tu Mamá También,Alfonso Cuarón,2001,5,Michael Phillips,Chicago Tribune,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
Her,Spike Jonze,2013,6,Michael Phillips,Chicago Tribune,US,/name/nm0005069/,"Rockville, Maryland, USA"
Boyhood,Richard Linklater,2014,7,Michael Phillips,Chicago Tribune,US,/name/nm0000500/,"Houston, Texas, USA"
Poetry,Lee Chang-dong,2010,8,Michael Phillips,Chicago Tribune,US,/name/nm0496969/,"Daegu, South Korea"
The Grand Budapest Hotel,Wes Anderson,2014,9,Michael Phillips,Chicago Tribune,US,/name/nm0027572/,"Houston, Texas, USA"
Zodiac,David Fincher,2007,10,Michael Phillips,Chicago Tribune,US,/name/nm0000399/,"Denver, Colorado, USA"
Yi Yi: A One and a Two,Edward Yang,2000,1,Keith Phipps,Uproxx,US,/name/nm0945981/,"Shanghai, China"
Y Tu Mamá También,Alfonso Cuarón,2001,2,Keith Phipps,Uproxx,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
Mulholland Drive,David Lynch,2001,3,Keith Phipps,Uproxx,US,/name/nm0000186/,"Missoula, Montana, USA"
Waking Life,Richard Linklater,2001,4,Keith Phipps,Uproxx,US,/name/nm0000500/,"Houston, Texas, USA"
In the Mood for Love,Wong Kar-wai,2000,5,Keith Phipps,Uproxx,US,/name/nm0939182/,"Shanghai, China"
Moonrise Kingdom,Wes Anderson,2012,6,Keith Phipps,Uproxx,US,/name/nm0027572/,"Houston, Texas, USA"
25th Hour,Spike Lee,2002,7,Keith Phipps,Uproxx,US,/name/nm0000490/,"Atlanta, Georgia, USA"
Certified Copy,Abbas Kiarostami,2010,8,Keith Phipps,Uproxx,US,/name/nm0452102/,"Tehran, Iran"
AI: Artificial Intelligence,Steven Spielberg,2001,9,Keith Phipps,Uproxx,US,/name/nm0000229/,"Cincinnati, Ohio, USA"
Only Lovers Left Alive,Jim Jarmusch,2013,10,Keith Phipps,Uproxx,US,/name/nm0000464/,"Akron, Ohio, USA"
Melancholia,Lars von Trier,2011,1,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0001885/,"Copenhagen, Denmark"
Spirited Away,Hayao Miyazaki,2001,2,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0594503/,"Tokyo, Japan"
Beyond the Hills,Cristian Mungiu,2012,3,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0612816/,"Iasi, Romania"
Let the Right One In,Tomas Alfredson,2008,4,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0019247/,"Lidingö, Stockholms län, Sweden"
Stories We Tell,Sarah Polley,2012,5,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0001631/,"Toronto, Ontario, Canada"
Carol,Todd Haynes,2015,6,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0001331/,"Los Angeles, California, USA"
The Death of Mr Lazarescu,Cristi Puiu,2005,7,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm1090998/,"Bucharest, Romania"
The Master,Paul Thomas Anderson,2012,8,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0000759/,"Studio City, California, USA"
Caché,Michael Haneke,2005,9,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm0359734/,"Munich, Bavaria, Germany"
All Divided Selves,Luke Fowler,2011,10,Hannah Pilarczyk,Der Spiegel,Germany,/name/nm4917815/,
The White Ribbon,Michael Haneke,2009,1,Agnès C Poirier,Marianne,France,/name/nm0359734/,"Munich, Bavaria, Germany"
Winter Sleep,Nuri Bilge Ceylan,2014,2,Agnès C Poirier,Marianne,France,/name/nm0149196/,"Istanbul, Turkey"
Timbuktu,Abderrahmane Sissako,2014,3,Agnès C Poirier,Marianne,France,/name/nm0803066/,"Kiffa, Mauritania"
Mia Madre,Nanni Moretti,2015,4,Agnès C Poirier,Marianne,France,/name/nm0604335/,"Brunico, Trentino-Alto Adige, Italy"
The Return,Andrey Zvyagintsev,2003,5,Agnès C Poirier,Marianne,France,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]"
Oasis,Lee Chang-dong,2002,6,Agnès C Poirier,Marianne,France,/name/nm0496969/,"Daegu, South Korea"
Bad Education,Pedro Almodóvar,2004,7,Agnès C Poirier,Marianne,France,/name/nm0000264/,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain"
The Artist,Michel Hazanavicius,2011,8,Agnès C Poirier,Marianne,France,/name/nm0371890/,"Paris, France"
Oldboy,Park Chan-wook,2003,9,Agnès C Poirier,Marianne,France,/name/nm0661791/,"Seoul, South Korea"
The House of Mirth,Terence Davies,2000,10,Agnès C Poirier,Marianne,France,/name/nm0203993/,"Liverpool, England, UK"
Boyhood,Richard Linklater,2014,1,Claudia Puig,Freelance film critic,US,/name/nm0000500/,"Houston, Texas, USA"
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,2,Claudia Puig,Freelance film critic,US,/name/nm0000487/,"Pingtung, Taiwan"
Locke,Steven Knight,2013,3,Claudia Puig,Freelance film critic,US,/name/nm1140275/,"Marlborough, England, UK"
The Hurt Locker,Kathryn Bigelow,2008,4,Claudia Puig,Freelance film critic,US,/name/nm0000941/,"San Carlos, California, USA"
Pan's Labyrinth,Guillermo Del Toro,2006,5,Claudia Puig,Freelance film critic,US,/name/nm0868219/,"Guadalajara, Jalisco, Mexico"
The Lives of Others,Florian Henckel von Donnersmarck,2006,6,Claudia Puig,Freelance film critic,US,/name/nm0003697/,"Cologne, North Rhine-Westphalia, Germany"
Sin Nombre,Cary Joji Fukunaga,2009,7,Claudia Puig,Freelance film critic,US,/name/nm1560977/,"Oakland, California, USA"
Nebraska,Alexander Payne,2013,8,Claudia Puig,Freelance film critic,US,/name/nm0668247/,"Omaha, Nebraska, USA"
Fruitvale Station,Ryan Coogler,2013,9,Claudia Puig,Freelance film critic,US,/name/nm3363032/,"Oakland, California, USA"
Man on Wire,James Marsh,2008,10,Claudia Puig,Freelance film critic,US,/name/nm1016428/,"Truro, Cornwall, England, UK"
A Separation,Asghar Farhadi,2011,1,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm1410815/,"Khomeyni Shahr, Isfahan, Iran"
Babel,Alejandro González Iñárritu,2006,2,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0327944/,"Mexico City, Distrito Federal, Mexico"
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,3,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm1104118/,"Bonghwa, South Korea"
In the Mood for Love,Wong Kar-wai,2000,4,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0939182/,"Shanghai, China"
Spirited Away,Hayao Miyazaki,2001,5,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0594503/,"Tokyo, Japan"
Brokeback Mountain,Ang Lee,2005,6,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0000487/,"Pingtung, Taiwan"
Oldboy,Park Chan-wook,2003,7,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0661791/,"Seoul, South Korea"
Ten,Abbas Kiarostami,2002,8,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0452102/,"Tehran, Iran"
Russian Ark,Aleksandr Sokurov,2002,9,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0812546/,"Podorvikha, Irkutskaya oblast, RSFSR, USSR [now Russia]"
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,10,Zakir Hossein Raju,Independent University,Bangladesh,/name/nm0149196/,"Istanbul, Turkey"
Goodbye to Language,Jean-Luc Godard,2014,1,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm0000419/,"Paris, France"
Colossal Youth,Pedro Costa,2006,2,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm0182276/,"Lisbon, Portugal"
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,3,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,,
Holy Motors,Leos Carax,2012,4,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm0136021/,"Suresnes, Seine [now Hauts-de-Seine], France"
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,5,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm0917405/,"Bangkok, Thailand"
Leviathan,Andrey Zvyagintsev,2014,6,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm1168657/,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]"
Tabu,Miguel Gomes,2012,7,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm0326937/,"Lisbon, Portugal"
The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,Ben Rivers,2015,8,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm4234237/,"Somerset, England, UK"
From What Is Before,Lav Diaz,2014,9,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm0225010/,"Datu Paglas, Maguindanao, Mindanao, Philippines"
Lost and Beautiful,Pietro Marcello,2015,10,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/name/nm2754122/,"Caserta, Campania, Italy"
The Tree of Life,Terrence Malick,2011,1,Jordan Raup,The Film Stage,US,/name/nm0000517/,"Ottawa, Illinois, USA"
In the Mood for Love,Wong Kar-wai,2000,2,Jordan Raup,The Film Stage,US,/name/nm0939182/,"Shanghai, China"
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,3,Jordan Raup,The Film Stage,US,/name/nm0231596/,"Wellington, New Zealand"
Inside Llewyn Davis,Joel and Ethan Coen,2013,4,Jordan Raup,The Film Stage,US,,
Zodiac,David Fincher,2007,5,Jordan Raup,The Film Stage,US,/name/nm0000399/,"Denver, Colorado, USA"
Inherent Vice,Paul Thomas Anderson,2014,6,Jordan Raup,The Film Stage,US,/name/nm0000759/,"Studio City, California, USA"
Children of Men,Alfonso Cuarón,2006,7,Jordan Raup,The Film Stage,US,/name/nm0190859/,"Mexico City, Distrito Federal, Mexico"
Lost in Translation,Sofia Coppola,2003,8,Jordan Raup,The Film Stage,US,/name/nm0001068/,"New York City, New York, USA"
25th Hour,Spike Lee,2002,9,Jordan Raup,The Film Stage,US,/name/nm0000490/,"Atlanta, Georgia, USA"
Carol,Todd Haynes,2015,10,Jordan Raup,The Film Stage,US,/name/nm0001331/,"Los Angeles, California, USA"
Mulholland Drive,David Lynch,2001,1,Isabelle Regnier,Le Monde,France,/name/nm0000186/,"Missoula, Montana, USA"
The Captive,Chantal Akerman,2000,2,Isabelle Regnier,Le Monde,France,/name/nm0001901/,"Brussels, Belgium"
