movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dominant_lang
Inside Out,Pete Docter,2015,3,Joe Neumaier,WOR-710AM New York,US,/title/tt2096673/,English
Carol,Todd Haynes,2015,4,Joe Neumaier,WOR-710AM New York,US,/title/tt2402927/,English
Brooklyn,John Crowley,2015,5,Joe Neumaier,WOR-710AM New York,US,/title/tt2381111/,English
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,6,Joe Neumaier,WOR-710AM New York,US,/title/tt0190332/,Chinese
Boyhood,Richard Linklater,2014,7,Joe Neumaier,WOR-710AM New York,US,/title/tt1065073/,English
Fruitvale Station,Ryan Coogler,2013,8,Joe Neumaier,WOR-710AM New York,US,/title/tt2334649/,English
Blue Valentine,Derek Cianfrance,2010,9,Joe Neumaier,WOR-710AM New York,US,/title/tt1120985/,English
Her,Spike Jonze,2013,10,Joe Neumaier,WOR-710AM New York,US,/title/tt1798709/,English
Good Bye Lenin!,Wolfgang Becker,2003,1,Chris Newbould,The National,UAE,/title/tt0301357/,German
Lost in Translation,Sofia Coppola,2003,2,Chris Newbould,The National,UAE,/title/tt0335266/,English
Spotlight,Tom McCarthy,2015,3,Chris Newbould,The National,UAE,/title/tt1895587/,English
Pan's Labyrinth,Guillermo Del Toro,2006,4,Chris Newbould,The National,UAE,/title/tt0457430/,Spanish
Mad Max: Fury Road,George Miller,2015,5,Chris Newbould,The National,UAE,/title/tt1392190/,English
The Baader Meinhof Complex,Uli Edel,2008,6,Chris Newbould,The National,UAE,/title/tt0765432/,German
Boyhood,Richard Linklater,2014,7,Chris Newbould,The National,UAE,/title/tt1065073/,English
No Man's Land,Danis Tanovic,2001,8,Chris Newbould,The National,UAE,/title/tt0119164/,English
Che,Steven Soderbergh,2008,9,Chris Newbould,The National,UAE,/title/tt0892255/,Spanish
Ghost World,Terry Zwigoff,2001,10,Chris Newbould,The National,UAE,/title/tt0162346/,English
"Synecdoche, New York",Charlie Kaufman,2008,1,Amy Nicholson,MTV News,US,/title/tt0383028/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,2,Amy Nicholson,MTV News,US,/title/tt0338013/,English
Django Unchained,Quentin Tarantino,2012,3,Amy Nicholson,MTV News,US,/title/tt1853728/,English
The Grand Budapest Hotel,Wes Anderson,2014,4,Amy Nicholson,MTV News,US,/title/tt2278388/,English
Alpha Dog,Nick Cassavetes,2006,5,Amy Nicholson,MTV News,US,/title/tt0426883/,English
Her,Spike Jonze,2013,6,Amy Nicholson,MTV News,US,/title/tt1798709/,English
Young Adult,Jason Reitman,2011,7,Amy Nicholson,MTV News,US,/title/tt1625346/,English
The Dark Knight,Christopher Nolan,2008,8,Amy Nicholson,MTV News,US,/title/tt0468569/,English
Tropic Thunder,Ben Stiller,2008,9,Amy Nicholson,MTV News,US,/title/tt0942385/,English
Children of Men,Alfonso Cuarón,2006,10,Amy Nicholson,MTV News,US,/title/tt0206634/,English
Memento,Christopher Nolan,2000,1,Ong Soh Chin,Freelance,Singapore,/title/tt0209144/,English
Oldboy,Park Chan-wook,2003,2,Ong Soh Chin,Freelance,Singapore,/title/tt0364569/,Korean
The Circle,Jafar Panahi,2000,3,Ong Soh Chin,Freelance,Singapore,/title/tt4287320/,English
The Lives of Others,Florian Henckel von Donnersmarck,2006,4,Ong Soh Chin,Freelance,Singapore,/title/tt0405094/,German
Dirty Pretty Things,Stephen Frears,2002,5,Ong Soh Chin,Freelance,Singapore,/title/tt0301199/,English
We Need to Talk About Kevin,Lynne Ramsay,2011,6,Ong Soh Chin,Freelance,Singapore,/title/tt1242460/,English
The Imposter,Bart Layton,2012,7,Ong Soh Chin,Freelance,Singapore,/title/tt0091991/,English
A Girl Walks Home Alone at Night,Ana Lily Amirpour,2014,8,Ong Soh Chin,Freelance,Singapore,/title/tt2326554/,Persian
Mother,Bong Joon-ho,2009,9,Ong Soh Chin,Freelance,Singapore,/title/tt5109784/,English
Bone Tomahawk,S. Craig Zahler,2015,10,Ong Soh Chin,Freelance,Singapore,/title/tt2494362/,English
Boyhood,Richard Linklater,2014,1,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt1065073/,English
Melancholia,Lars von Trier,2011,2,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt1527186/,English
The Great Beauty,Paolo Sorrentino,2013,3,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt2358891/,Italian
The White Ribbon,Michael Haneke,2009,4,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt1149362/,German
A Separation,Asghar Farhadi,2011,5,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt1832382/,Persian
Winter Sleep,Nuri Bilge Ceylan,2014,6,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt2758880/,Turkish
Spirited Away,Hayao Miyazaki,2001,7,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt0245429/,Japanese
The Artist,Michel Hazanavicius,2011,8,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt1655442/,English
Spring Breakers,Harmony Korine,2012,9,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt2101441/,English
The Queen,Stephen Frears,2006,10,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,/title/tt0436697/,English
Caché,Michael Haneke,2005,1,Matthew Patches,Thrillist,US,/title/tt0387898/,French
Spirited Away,Hayao Miyazaki,2001,2,Matthew Patches,Thrillist,US,/title/tt0245429/,Japanese
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,3,Matthew Patches,Thrillist,US,/title/tt0338013/,English
The Tree of Life,Terrence Malick,2011,4,Matthew Patches,Thrillist,US,/title/tt0478304/,English
The Grand Budapest Hotel,Wes Anderson,2014,5,Matthew Patches,Thrillist,US,/title/tt2278388/,English
The Comedy,Rick Alverson,2012,6,Matthew Patches,Thrillist,US,/title/tt2112293/,English
Zero Dark Thirty,Kathryn Bigelow,2012,7,Matthew Patches,Thrillist,US,/title/tt1790885/,English
No Country For Old Men,Joel and Ethan Coen,2007,8,Matthew Patches,Thrillist,US,/title/tt0477348/,English
Memories of Murder,Bong Joon-ho,2003,9,Matthew Patches,Thrillist,US,/title/tt0353969/,Korean
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Matthew Patches,Thrillist,US,/title/tt0443453/,English
There Will Be Blood,Paul Thomas Anderson,2007,1,Steve Persall,Tampa Bay Times,US,/title/tt0469494/,English
Pan's Labyrinth,Guillermo Del Toro,2006,2,Steve Persall,Tampa Bay Times,US,/title/tt0457430/,Spanish
Children of Men,Alfonso Cuarón,2006,3,Steve Persall,Tampa Bay Times,US,/title/tt0206634/,English
Brokeback Mountain,Ang Lee,2005,4,Steve Persall,Tampa Bay Times,US,/title/tt0388795/,English
The Dark Knight,Christopher Nolan,2008,5,Steve Persall,Tampa Bay Times,US,/title/tt0468569/,English
Almost Famous,Cameron Crowe,2000,6,Steve Persall,Tampa Bay Times,US,/title/tt0181875/,English
A Serious Man,Joel and Ethan Coen,2009,7,Steve Persall,Tampa Bay Times,US,/title/tt1019452/,English
Kill Bill: Vol. 1,Quentin Tarantino,2003,8,Steve Persall,Tampa Bay Times,US,/title/tt0266697/,English
Donnie Darko,Richard Kelly,2001,9,Steve Persall,Tampa Bay Times,US,/title/tt0246578/,English
"O Brother, Where Art Thou?",Joel and Ethan Coen,2000,10,Steve Persall,Tampa Bay Times,US,/title/tt0190590/,English
There Will Be Blood,Paul Thomas Anderson,2007,1,Michael Phillips,Chicago Tribune,US,/title/tt0469494/,English
Ratatouille,Brad Bird and Jan Pinkava,2007,2,Michael Phillips,Chicago Tribune,US,/title/tt0382932/,English
Climates,Nuri Bilge Ceylan,2006,3,Michael Phillips,Chicago Tribune,US,/title/tt0498097/,Turkish
Mulholland Drive,David Lynch,2001,4,Michael Phillips,Chicago Tribune,US,/title/tt0166924/,English
Y Tu Mamá También,Alfonso Cuarón,2001,5,Michael Phillips,Chicago Tribune,US,/title/tt0245574/,Spanish
Her,Spike Jonze,2013,6,Michael Phillips,Chicago Tribune,US,/title/tt1798709/,English
Boyhood,Richard Linklater,2014,7,Michael Phillips,Chicago Tribune,US,/title/tt1065073/,English
Poetry,Lee Chang-dong,2010,8,Michael Phillips,Chicago Tribune,US,/title/tt1287878/,Korean
The Grand Budapest Hotel,Wes Anderson,2014,9,Michael Phillips,Chicago Tribune,US,/title/tt2278388/,English
Zodiac,David Fincher,2007,10,Michael Phillips,Chicago Tribune,US,/title/tt0443706/,English
Yi Yi: A One and a Two,Edward Yang,2000,1,Keith Phipps,Uproxx,US,/title/tt0244316/,Mandarin
Y Tu Mamá También,Alfonso Cuarón,2001,2,Keith Phipps,Uproxx,US,/title/tt0245574/,Spanish
Mulholland Drive,David Lynch,2001,3,Keith Phipps,Uproxx,US,/title/tt0166924/,English
Waking Life,Richard Linklater,2001,4,Keith Phipps,Uproxx,US,/title/tt0243017/,English
In the Mood for Love,Wong Kar-wai,2000,5,Keith Phipps,Uproxx,US,/title/tt0118694/,Cantonese
Moonrise Kingdom,Wes Anderson,2012,6,Keith Phipps,Uproxx,US,/title/tt1748122/,English
25th Hour,Spike Lee,2002,7,Keith Phipps,Uproxx,US,/title/tt0307901/,English
Certified Copy,Abbas Kiarostami,2010,8,Keith Phipps,Uproxx,US,/title/tt1020773/,French
AI: Artificial Intelligence,Steven Spielberg,2001,9,Keith Phipps,Uproxx,US,/title/tt0212720/,English
Only Lovers Left Alive,Jim Jarmusch,2013,10,Keith Phipps,Uproxx,US,/title/tt1714915/,English
Melancholia,Lars von Trier,2011,1,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt1527186/,English
Spirited Away,Hayao Miyazaki,2001,2,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt0245429/,Japanese
Beyond the Hills,Cristian Mungiu,2012,3,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt2258281/,Romanian
Let the Right One In,Tomas Alfredson,2008,4,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt1139797/,Swedish
Stories We Tell,Sarah Polley,2012,5,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt2366450/,English
Carol,Todd Haynes,2015,6,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt2402927/,English
The Death of Mr Lazarescu,Cristi Puiu,2005,7,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt0456149/,Romanian
The Master,Paul Thomas Anderson,2012,8,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt1560747/,English
Caché,Michael Haneke,2005,9,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt0387898/,French
All Divided Selves,Luke Fowler,2011,10,Hannah Pilarczyk,Der Spiegel,Germany,/title/tt2261217/,English
The White Ribbon,Michael Haneke,2009,1,Agnès C Poirier,Marianne,France,/title/tt1149362/,German
Winter Sleep,Nuri Bilge Ceylan,2014,2,Agnès C Poirier,Marianne,France,/title/tt2758880/,Turkish
Timbuktu,Abderrahmane Sissako,2014,3,Agnès C Poirier,Marianne,France,/title/tt3409392/,French
Mia Madre,Nanni Moretti,2015,4,Agnès C Poirier,Marianne,France,/title/tt0381392/,French
The Return,Andrey Zvyagintsev,2003,5,Agnès C Poirier,Marianne,France,/title/tt0441909/,Spanish
Oasis,Lee Chang-dong,2002,6,Agnès C Poirier,Marianne,France,/title/tt6268052/,English
Bad Education,Pedro Almodóvar,2004,7,Agnès C Poirier,Marianne,France,/title/tt8206668/,English
The Artist,Michel Hazanavicius,2011,8,Agnès C Poirier,Marianne,France,/title/tt1655442/,English
Oldboy,Park Chan-wook,2003,9,Agnès C Poirier,Marianne,France,/title/tt0364569/,Korean
The House of Mirth,Terence Davies,2000,10,Agnès C Poirier,Marianne,France,/title/tt0200720/,English
Boyhood,Richard Linklater,2014,1,Claudia Puig,Freelance film critic,US,/title/tt1065073/,English
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,2,Claudia Puig,Freelance film critic,US,/title/tt0190332/,Chinese
Locke,Steven Knight,2013,3,Claudia Puig,Freelance film critic,US,/title/tt2692904/,English
The Hurt Locker,Kathryn Bigelow,2008,4,Claudia Puig,Freelance film critic,US,/title/tt0887912/,English
Pan's Labyrinth,Guillermo Del Toro,2006,5,Claudia Puig,Freelance film critic,US,/title/tt0457430/,Spanish
The Lives of Others,Florian Henckel von Donnersmarck,2006,6,Claudia Puig,Freelance film critic,US,/title/tt0405094/,German
Sin Nombre,Cary Joji Fukunaga,2009,7,Claudia Puig,Freelance film critic,US,/title/tt1127715/,Spanish
Nebraska,Alexander Payne,2013,8,Claudia Puig,Freelance film critic,US,/title/tt1821549/,English
Fruitvale Station,Ryan Coogler,2013,9,Claudia Puig,Freelance film critic,US,/title/tt2334649/,English
Man on Wire,James Marsh,2008,10,Claudia Puig,Freelance film critic,US,/title/tt1155592/,English
A Separation,Asghar Farhadi,2011,1,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt1832382/,Persian
Babel,Alejandro González Iñárritu,2006,2,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0449467/,English
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,3,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0374546/,Korean
In the Mood for Love,Wong Kar-wai,2000,4,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0118694/,Cantonese
Spirited Away,Hayao Miyazaki,2001,5,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0245429/,Japanese
Brokeback Mountain,Ang Lee,2005,6,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0388795/,English
Oldboy,Park Chan-wook,2003,7,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0364569/,Korean
Ten,Abbas Kiarostami,2002,8,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0078721/,English
Russian Ark,Aleksandr Sokurov,2002,9,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt0318034/,Russian
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,10,Zakir Hossein Raju,Independent University,Bangladesh,/title/tt1827487/,Turkish
Goodbye to Language,Jean-Luc Godard,2014,1,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt2400275/,French
Colossal Youth,Pedro Costa,2006,2,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt3295734/,
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,3,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt0249241/,Hungarian
Holy Motors,Leos Carax,2012,4,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt2076220/,French
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,5,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt1588895/,Thai
Leviathan,Andrey Zvyagintsev,2014,6,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt0097737/,English
Tabu,Miguel Gomes,2012,7,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt3647998/,English
The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,Ben Rivers,2015,8,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt4881172/,English
From What Is Before,Lav Diaz,2014,9,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt3303310/,Filipino
Lost and Beautiful,Pietro Marcello,2015,10,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,/title/tt2188860/,Italian
The Tree of Life,Terrence Malick,2011,1,Jordan Raup,The Film Stage,US,/title/tt0478304/,English
In the Mood for Love,Wong Kar-wai,2000,2,Jordan Raup,The Film Stage,US,/title/tt0118694/,Cantonese
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,3,Jordan Raup,The Film Stage,US,/title/tt0443680/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,4,Jordan Raup,The Film Stage,US,/title/tt2042568/,English
Zodiac,David Fincher,2007,5,Jordan Raup,The Film Stage,US,/title/tt0443706/,English
Inherent Vice,Paul Thomas Anderson,2014,6,Jordan Raup,The Film Stage,US,/title/tt1791528/,English
Children of Men,Alfonso Cuarón,2006,7,Jordan Raup,The Film Stage,US,/title/tt0206634/,English
Lost in Translation,Sofia Coppola,2003,8,Jordan Raup,The Film Stage,US,/title/tt0335266/,English
25th Hour,Spike Lee,2002,9,Jordan Raup,The Film Stage,US,/title/tt0307901/,English
Carol,Todd Haynes,2015,10,Jordan Raup,The Film Stage,US,/title/tt2402927/,English
Mulholland Drive,David Lynch,2001,1,Isabelle Regnier,Le Monde,France,/title/tt0166924/,English
The Captive,Chantal Akerman,2000,2,Isabelle Regnier,Le Monde,France,/title/tt2326612/,English
Tie Xi Qu: West of the Tracks,Wang Bing,2002,3,Isabelle Regnier,Le Monde,France,/title/tt0389448/,Mandarin
The Yards,James Gray,2000,4,Isabelle Regnier,Le Monde,France,/title/tt0138946/,English
Platform,Jia Zhangke,2000,5,Isabelle Regnier,Le Monde,France,/title/tt8228288/,Spanish
Shara,Naomi Kawase,2003,6,Isabelle Regnier,Le Monde,France,/title/tt0363060/,Japanese
Ten,Abbas Kiarostami,2002,7,Isabelle Regnier,Le Monde,France,/title/tt0078721/,English
Twixt,Francis Ford Coppola,2011,8,Isabelle Regnier,Le Monde,France,/title/tt1756851/,English
To Die Like a Man,João Pedro Rodrigues,2009,9,Isabelle Regnier,Le Monde,France,/title/tt1424361/,Portuguese
Spring Breakers,Harmony Korine,2012,10,Isabelle Regnier,Le Monde,France,/title/tt2101441/,English
The Diving Bell and the Butterfly,Julian Schnabel,2007,1,Mauricio Reina,El Tiempo,Colombia,/title/tt0401383/,French
Blue Is the Warmest Color,Abdellatif Kechiche,2013,2,Mauricio Reina,El Tiempo,Colombia,/title/tt2278871/,French
Let the Right One In,Tomas Alfredson,2008,3,Mauricio Reina,El Tiempo,Colombia,/title/tt1139797/,Swedish
The Act of Killing,Joshua Oppenheimer,2012,4,Mauricio Reina,El Tiempo,Colombia,/title/tt2375605/,Indonesian
Pan's Labyrinth,Guillermo Del Toro,2006,5,Mauricio Reina,El Tiempo,Colombia,/title/tt0457430/,Spanish
There Will Be Blood,Paul Thomas Anderson,2007,6,Mauricio Reina,El Tiempo,Colombia,/title/tt0469494/,English
A Separation,Asghar Farhadi,2011,7,Mauricio Reina,El Tiempo,Colombia,/title/tt1832382/,Persian
A Prophet,Jacques Audiard,2009,8,Mauricio Reina,El Tiempo,Colombia,/title/tt1235166/,French
WALL-E,Andrew Stanton,2008,9,Mauricio Reina,El Tiempo,Colombia,/title/tt0910970/,English
District 9,Neill Blomkamp,2009,10,Mauricio Reina,El Tiempo,Colombia,/title/tt1136608/,English
Certified Copy,Abbas Kiarostami,2010,1,Scott Renshaw,Salt Lake City Weekly,US,/title/tt1020773/,French
Inside Llewyn Davis,Joel and Ethan Coen,2013,2,Scott Renshaw,Salt Lake City Weekly,US,/title/tt2042568/,English
The Master,Paul Thomas Anderson,2012,3,Scott Renshaw,Salt Lake City Weekly,US,/title/tt1560747/,English
In the Mood for Love,Wong Kar-wai,2000,4,Scott Renshaw,Salt Lake City Weekly,US,/title/tt0118694/,Cantonese
It's Such a Beautiful Day,Don Hertzfeldt,2012,5,Scott Renshaw,Salt Lake City Weekly,US,/title/tt2396224/,English
The Deep Blue Sea,Terence Davies,2011,6,Scott Renshaw,Salt Lake City Weekly,US,/title/tt1700844/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,7,Scott Renshaw,Salt Lake City Weekly,US,/title/tt0338013/,English
Sita Sings the Blues,Nina Paley,2008,8,Scott Renshaw,Salt Lake City Weekly,US,/title/tt1172203/,English
The Babadook,Jennifer Kent,2014,9,Scott Renshaw,Salt Lake City Weekly,US,/title/tt2321549/,English
Holy Motors,Leos Carax,2012,10,Scott Renshaw,Salt Lake City Weekly,US,/title/tt2076220/,French
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,1,Katey Rich,Vanity Fair,US,/title/tt0338013/,English
WALL-E,Andrew Stanton,2008,2,Katey Rich,Vanity Fair,US,/title/tt0910970/,English
In the Mood for Love,Wong Kar-wai,2000,3,Katey Rich,Vanity Fair,US,/title/tt0118694/,Cantonese
There Will Be Blood,Paul Thomas Anderson,2007,4,Katey Rich,Vanity Fair,US,/title/tt0469494/,English
Take This Waltz,Sarah Polley,2011,5,Katey Rich,Vanity Fair,US,/title/tt1592281/,English
The Diving Bell and the Butterfly,Julian Schnabel,2007,6,Katey Rich,Vanity Fair,US,/title/tt0401383/,French
